aX,aY,aZ,gX,gY,gZ
-1.783,2.764,-3.849,221.375,331.482,243.835
-1.203,2.525,-4.000,170.837,244.080,201.355
-0.583,2.051,-4.000,79.895,126.099,128.723
-0.348,1.614,-3.573,-46.875,0.183,47.913
-0.279,1.094,-2.307,-153.015,-100.525,-28.076
-0.254,0.661,-1.097,-212.036,-156.006,-88.013
-0.216,0.115,-0.171,-204.651,-174.744,-123.596
-0.010,-0.460,0.295,-145.752,-158.508,-132.141
0.206,-0.903,0.392,-82.275,-117.859,-118.652
0.321,-1.172,0.261,-30.212,-70.862,-93.018
0.316,-1.267,0.057,3.784,-29.785,-63.171
0.215,-1.189,-0.153,24.780,-0.549,-30.334
0.094,-0.960,-0.399,40.588,23.193,4.700
-0.005,-0.656,-0.691,50.476,47.607,37.781
-0.072,-0.334,-1.014,52.368,66.956,62.378
-0.092,-0.065,-1.304,48.340,73.059,73.975
-0.051,0.156,-1.509,42.114,62.805,70.007
-0.001,0.325,-1.594,35.400,38.879,52.795
0.040,0.434,-1.564,29.602,9.399,29.297
0.098,0.471,-1.463,23.926,-15.930,5.981
0.172,0.444,-1.334,16.968,-33.569,-8.728
0.257,0.376,-1.197,7.874,-41.199,-16.357
0.346,0.278,-1.053,-1.587,-42.053,-18.005
0.437,0.188,-0.914,-9.460,-39.185,-16.357
0.511,0.079,-0.802,-13.062,-34.180,-14.282
0.560,-0.001,-0.726,-13.000,-28.076,-13.367
0.569,-0.069,-0.701,-10.681,-21.362,-13.550
0.533,-0.113,-0.716,-5.798,-14.343,-13.123
0.472,-0.136,-0.759,0.488,-7.385,-11.475
0.401,-0.137,-0.830,6.042,-0.061,-8.057
0.341,-0.128,-0.915,10.437,6.104,-4.150
0.278,-0.114,-0.993,11.902,10.376,-1.587
0.230,-0.097,-1.054,11.475,11.536,0.366
0.203,-0.086,-1.097,9.521,10.803,1.343
0.185,-0.075,-1.094,6.226,9.338,0.854
0.181,-0.075,-1.075,4.395,5.554,-0.671
0.176,-0.067,-1.048,4.211,1.343,-2.136
0.180,-0.066,-1.023,4.639,-1.831,-3.418
0.199,-0.071,-1.005,5.493,-4.211,-2.502
0.221,-0.070,-0.991,5.554,-4.395,-0.549
0.249,-0.068,-0.975,4.456,-3.296,1.892
0.264,-0.051,-0.957,3.174,-2.686,4.883
0.276,-0.033,-0.939,2.563,-1.770,7.263
0.287,-0.016,-0.943,3.418,-0.305,8.484
0.286,0.001,-0.957,4.456,1.343,9.094
0.283,0.018,-0.980,5.127,2.686,8.789
0.274,0.034,-1.003,5.615,3.174,7.874
0.265,0.043,-1.014,5.920,2.808,6.165
0.255,0.048,-1.023,6.226,2.808,4.028
0.245,0.042,-1.029,6.226,2.380,1.953
0.243,0.031,-1.034,7.080,1.343,0.610
0.242,0.016,-1.031,7.019,0.122,0.183
0.249,0.001,-1.025,6.287,-1.038,0.427
0.256,-0.008,-1.019,5.127,-2.014,0.977
0.269,-0.017,-1.016,3.845,-2.930,1.099
0.271,-0.024,-1.003,2.441,-3.174,0.793
0.275,-0.030,-0.993,1.770,-3.845,0.793
0.278,-0.034,-0.989,2.075,-4.578,0.854
0.276,-0.033,-0.983,1.831,-4.822,1.160
0.276,-0.028,-0.981,2.075,-4.517,1.099
0.279,-0.021,-0.986,2.380,-4.272,0.854
0.279,-0.017,-0.983,2.563,-3.845,0.122
0.278,-0.010,-0.981,3.357,-3.540,-0.977
0.281,-0.011,-0.980,4.395,-3.113,-1.892
0.278,-0.009,-0.980,5.554,-2.563,-2.625
0.280,-0.005,-0.982,6.775,-2.136,-2.808
0.290,-0.006,-0.988,7.141,-1.648,-2.747
0.292,-0.002,-0.984,5.981,-1.343,-2.686
0.301,-0.005,-0.978,5.798,-1.648,-2.502
0.306,-0.004,-0.970,5.920,-2.380,-2.014
0.311,-0.004,-0.968,6.104,-2.686,-1.404
0.314,-0.004,-0.967,6.165,-2.563,-0.671
0.315,-0.001,-0.966,5.859,-1.587,-0.305
0.316,0.000,-0.971,5.615,-0.671,0.305
0.317,0.004,-0.979,5.432,-0.549,0.732
0.318,0.005,-0.982,5.005,-0.244,0.671
0.316,0.009,-0.984,4.700,-0.244,0.244
0.621,-0.640,1.638,129.028,57.922,46.204
0.625,-0.597,1.646,145.447,66.406,49.316
0.623,-0.556,1.640,164.978,74.036,47.729
0.617,-0.514,1.613,185.181,81.604,43.396
0.612,-0.481,1.578,203.186,89.355,36.011
0.618,-0.467,1.534,219.055,99.304,25.879
0.588,-0.474,1.508,230.469,112.366,13.428
0.512,-0.493,1.501,241.333,123.718,3.601
0.441,-0.505,1.488,256.409,131.348,0.183
0.363,-0.468,1.464,274.292,136.475,2.197
0.290,-0.410,1.404,294.006,144.592,6.409
0.224,-0.367,1.262,313.110,160.034,12.390
0.150,-0.330,1.084,321.838,181.091,21.118
0.078,-0.339,0.908,315.918,197.083,32.349
0.016,-0.335,0.774,301.147,203.796,49.011
0.010,-0.331,0.704,280.212,207.092,69.519
-0.014,-0.312,0.701,259.766,214.294,86.182
-0.049,-0.262,0.702,246.765,224.792,97.412
-0.059,-0.206,0.647,243.896,234.192,104.065
-0.102,-0.166,0.547,244.873,244.141,105.225
-0.169,-0.116,0.472,242.920,254.211,104.431
-0.163,-0.163,0.363,242.249,262.939,106.995
-0.145,-0.150,0.247,244.690,268.433,113.953
-0.130,-0.131,0.128,247.070,270.569,120.117
-0.130,-0.118,0.028,246.765,270.142,122.437
-0.130,-0.100,-0.032,243.958,267.456,123.657
-0.116,-0.104,-0.083,241.150,264.465,123.291
-0.119,-0.107,-0.121,240.784,262.146,120.728
-0.138,-0.094,-0.179,245.239,261.353,118.103
-0.171,-0.063,-0.255,252.686,262.329,114.990
-0.207,-0.002,-0.341,260.864,262.268,112.244
-0.294,0.084,-0.418,265.625,258.789,108.704
-0.384,0.177,-0.509,268.188,253.235,104.614
-0.492,0.276,-0.612,268.555,245.239,101.868
-0.575,0.391,-0.773,266.968,237.305,100.952
-0.677,0.517,-0.948,260.986,231.567,102.905
-0.773,0.691,-1.149,251.221,226.379,108.948
-0.888,0.919,-1.409,238.281,221.375,117.065
-1.015,1.180,-1.714,218.750,216.309,123.230
-1.144,1.465,-2.053,194.275,203.918,126.953
-1.170,1.700,-2.390,168.030,179.810,124.939
-1.045,1.827,-2.661,136.536,145.935,112.427
-0.813,1.813,-2.766,94.971,104.431,83.618
-0.546,1.602,-2.651,46.387,58.105,42.725
-0.345,1.312,-2.251,-7.141,8.850,-0.610
-0.157,0.883,-1.724,-49.988,-29.846,-40.344
-0.035,0.478,-1.152,-79.224,-50.415,-70.984
0.050,0.063,-0.672,-84.290,-60.120,-88.013
0.131,-0.279,-0.402,-64.453,-62.439,-91.858
0.214,-0.525,-0.345,-35.339,-52.307,-84.290
0.240,-0.649,-0.422,-11.902,-33.264,-68.726
0.213,-0.653,-0.574,3.540,-14.465,-48.523
0.157,-0.571,-0.755,14.587,-2.014,-27.100
0.102,-0.414,-0.913,19.775,5.981,-7.141
0.087,-0.235,-1.058,19.836,12.146,9.521
0.086,-0.062,-1.154,15.259,17.517,19.653
0.099,0.078,-1.198,10.681,16.235,23.071
0.115,0.192,-1.194,7.080,10.193,20.508
0.138,0.271,-1.165,5.554,3.540,13.062
0.164,0.312,-1.124,6.104,-2.808,3.845
0.191,0.316,-1.091,7.507,-8.789,-4.517
0.221,0.291,-1.051,8.179,-14.038,-10.559
0.265,0.252,-1.019,7.141,-17.822,-13.245
0.307,0.204,-0.987,3.601,-17.761,-13.733
0.338,0.153,-0.953,-1.099,-15.625,-12.634
0.364,0.107,-0.927,-4.395,-14.343,-10.071
0.380,0.072,-0.908,-6.409,-13.062,-8.301
0.373,0.045,-0.896,-6.714,-11.230,-7.690
0.356,0.021,-0.897,-4.395,-10.498,-7.385
0.332,0.005,-0.902,-1.587,-9.216,-6.775
0.302,0.001,-0.919,1.099,-6.653,-5.554
0.275,-0.000,-0.948,3.906,-4.456,-4.272
0.251,0.004,-0.984,5.737,-2.563,-2.869
0.227,0.031,-1.003,5.920,-1.160,-1.343
0.218,0.031,-1.021,6.470,-0.732,-0.366
0.213,0.042,-1.023,6.165,-1.038,0.183
0.218,0.045,-1.014,5.188,-1.587,0.427
0.220,0.059,-1.001,4.517,-2.258,0.549
0.231,0.066,-0.992,5.005,-2.502,0.977
0.243,0.074,-0.993,5.310,-2.808,0.916
0.252,0.073,-0.991,5.127,-2.686,0.671
0.255,0.082,-0.984,4.578,-2.380,0.549
0.255,0.087,-0.984,4.944,-2.441,0.610
0.248,0.092,-0.992,5.127,-2.075,0.366
0.240,0.103,-1.002,4.517,-1.465,-0.061
0.227,0.110,-1.011,3.662,-1.160,-0.305
0.226,0.111,-1.017,3.174,-1.343,-0.427
0.223,0.110,-1.022,2.075,-1.709,-0.610
0.224,0.120,-1.028,0.916,-2.380,-0.977
0.230,0.111,-1.020,0.488,-3.235,-1.404
0.232,0.103,-1.013,0.427,-3.784,-2.441
0.238,0.091,-1.017,0.244,-4.272,-3.357
0.241,0.093,-1.012,-0.488,-4.944,-3.967
0.252,0.077,-1.000,-0.488,-5.737,-4.089
0.260,0.063,-0.982,-0.183,-6.226,-4.211
0.272,0.051,-0.975,0.488,-6.470,-4.150
0.285,0.044,-0.973,1.282,-6.592,-3.662
0.292,0.041,-0.969,1.526,-6.042,-3.174
0.294,0.038,-0.960,1.831,-5.554,-2.686
0.301,0.040,-0.959,2.625,-4.822,-2.014
0.301,0.046,-0.965,3.113,-3.845,-1.465
0.297,0.053,-0.974,3.601,-3.174,-1.648
0.294,0.067,-0.985,3.906,-2.991,-1.770
0.284,0.082,-0.997,3.357,-3.113,-2.258
0.275,0.089,-0.998,2.808,-3.357,-2.686
0.269,0.095,-1.000,2.441,-3.357,-2.869
0.266,0.099,-1.004,1.892,-3.357,-2.808
0.274,0.103,-0.989,0.671,-3.723,-2.502
0.280,0.096,-0.980,0.549,-3.601,-2.258
0.284,0.096,-0.981,0.671,-3.540,-2.380
0.291,0.094,-0.988,0.793,-3.540,-2.686
0.293,0.090,-0.984,0.366,-3.784,-2.686
0.294,0.078,-0.975,-0.854,-3.845,-2.808
0.293,0.079,-0.965,-1.282,-3.235,-2.747
0.297,0.071,-0.961,-0.793,-2.686,-2.014
0.294,0.067,-0.953,-0.305,-1.709,-2.014
0.294,0.062,-0.959,0.854,-1.160,-1.953
0.295,0.064,-0.971,1.831,-0.610,-1.404
0.286,0.064,-0.978,2.075,0.305,-1.404
0.592,-0.549,1.362,117.981,32.593,-4.089
0.575,-0.548,1.369,129.578,37.354,-4.211
0.554,-0.547,1.367,139.832,42.847,-4.211
0.528,-0.555,1.359,149.658,49.744,-3.967
0.500,-0.560,1.350,157.776,57.495,-2.686
0.466,-0.566,1.341,165.100,65.613,0.244
0.447,-0.574,1.322,172.791,73.792,4.944
0.425,-0.570,1.302,182.312,82.520,9.888
0.390,-0.546,1.276,192.993,90.210,14.038
0.361,-0.526,1.236,205.261,96.802,17.151
0.328,-0.503,1.183,216.980,102.539,19.958
0.298,-0.493,1.126,226.562,109.375,22.522
0.274,-0.486,1.080,233.459,117.065,25.574
0.269,-0.495,1.047,238.281,124.023,29.419
0.266,-0.495,1.013,242.432,129.456,32.898
0.238,-0.468,0.983,246.338,136.841,35.339
0.213,-0.447,0.939,251.038,147.522,38.391
0.180,-0.392,0.897,254.456,158.813,43.945
0.171,-0.367,0.855,256.104,170.105,48.157
0.137,-0.330,0.816,257.751,180.664,49.561
0.096,-0.283,0.785,261.780,191.650,50.537
0.066,-0.256,0.737,266.541,201.660,52.002
0.039,-0.212,0.675,271.729,209.717,52.185
0.083,-0.283,0.574,279.785,219.604,54.749
0.023,-0.222,0.503,282.043,231.689,59.509
-0.046,-0.190,0.417,282.288,241.760,65.308
-0.108,-0.134,0.338,283.630,249.146,76.416
-0.134,-0.086,0.276,280.884,253.662,86.914
-0.135,-0.064,0.146,279.968,259.827,96.497
-0.161,-0.005,-0.008,279.175,271.301,103.333
-0.184,-0.008,-0.137,274.963,285.583,107.849
-0.177,0.010,-0.205,271.912,286.316,113.037
-0.222,0.101,-0.219,271.545,274.475,115.845
-0.290,0.232,-0.216,273.743,262.390,113.281
-0.357,0.373,-0.287,285.034,254.272,109.619
-0.448,0.534,-0.458,298.218,252.319,105.347
-0.547,0.701,-0.742,306.152,256.897,104.370
-0.715,0.913,-1.068,302.917,263.733,108.887
-0.934,1.189,-1.453,290.466,267.517,117.615
-1.199,1.551,-1.901,271.057,273.254,130.310
-1.440,1.892,-2.417,246.277,273.987,143.433
-1.453,2.121,-2.988,219.177,253.906,149.109
-1.226,2.159,-3.499,179.626,202.637,135.193
-0.828,1.908,-3.691,114.685,132.263,97.046
-0.531,1.581,-3.233,21.057,51.147,44.556
-0.358,1.100,-2.395,-69.458,-25.024,-6.897
-0.169,0.650,-1.491,-127.380,-74.402,-49.011
-0.057,0.204,-0.738,-148.804,-96.863,-80.872
0.086,-0.241,-0.269,-126.465,-101.929,-98.694
0.237,-0.609,-0.063,-80.688,-94.971,-103.455
0.334,-0.849,-0.047,-35.950,-76.355,-97.473
0.336,-0.971,-0.147,-3.113,-49.133,-82.153
0.241,-0.941,-0.307,17.944,-20.081,-59.937
0.102,-0.808,-0.517,31.738,5.188,-32.043
-0.025,-0.608,-0.757,40.527,26.184,-3.235
-0.112,-0.403,-0.990,44.067,39.795,22.400
-0.141,-0.174,-1.205,43.579,41.687,41.382
-0.099,0.015,-1.382,40.344,33.936,51.331
-0.031,0.184,-1.470,29.907,22.949,51.025
0.041,0.291,-1.450,16.418,9.644,42.358
0.113,0.354,-1.363,5.493,-5.798,30.212
0.183,0.374,-1.253,-2.563,-18.311,17.883
0.264,0.344,-1.149,-7.996,-25.818,8.362
0.336,0.287,-1.051,-12.817,-28.870,0.671
0.413,0.205,-0.967,-15.564,-29.602,-4.517
0.475,0.122,-0.886,-17.273,-29.297,-8.362
0.511,0.035,-0.820,-17.456,-27.100,-11.902
0.502,-0.034,-0.770,-14.893,-22.583,-14.771
0.468,-0.090,-0.760,-9.583,-17.029,-15.686
0.426,-0.126,-0.796,-2.258,-10.742,-14.648
0.376,-0.139,-0.854,3.479,-4.395,-12.268
0.324,-0.133,-0.911,6.714,0.610,-9.521
0.284,-0.122,-0.962,8.118,3.662,-6.470
0.256,-0.109,-0.992,7.812,5.310,-4.089
0.236,-0.096,-1.009,6.836,6.348,-2.502
0.215,-0.084,-1.016,5.981,7.202,-1.770
0.199,-0.075,-1.019,6.226,7.019,-1.526
0.185,-0.064,-1.021,6.775,5.554,-1.465
0.187,-0.052,-1.027,7.202,3.967,-0.793
0.197,-0.041,-1.021,6.348,2.563,1.160
0.206,-0.028,-1.007,5.127,1.709,3.174
0.223,-0.014,-1.003,4.578,1.648,5.615
0.242,-0.007,-1.000,3.723,1.892,7.507
0.249,-0.001,-0.997,2.380,1.953,8.545
0.256,-0.001,-0.992,1.343,1.770,8.911
0.255,0.002,-0.986,0.977,1.770,8.484
0.255,0.003,-0.991,1.770,1.953,6.836
0.248,0.005,-0.996,3.174,1.343,4.395
0.244,0.003,-1.009,5.188,0.488,1.770
0.239,-0.002,-1.026,6.226,-0.244,-0.793
0.231,-0.005,-1.028,5.432,-0.793,-3.113
0.219,-0.013,-1.027,4.150,-1.526,-4.150
0.217,-0.020,-1.022,3.906,-2.380,-4.150
0.221,-0.026,-1.018,2.991,-2.869,-3.479
0.223,-0.025,-1.006,2.014,-3.418,-1.831
0.232,-0.028,-1.001,1.709,-3.601,-0.122
0.249,-0.028,-0.995,1.587,-3.784,1.404
0.260,-0.026,-0.980,1.282,-3.601,2.380
0.272,-0.026,-0.981,1.892,-3.174,2.686
0.278,-0.019,-0.988,2.930,-2.563,2.319
0.277,-0.015,-0.996,3.296,-2.502,1.160
0.271,-0.013,-0.997,3.235,-2.930,-0.610
0.267,-0.013,-0.997,3.357,-3.235,-1.953
0.273,-0.016,-0.996,3.357,-3.052,-2.808
0.274,-0.020,-0.985,3.052,-2.197,-3.723
0.276,-0.028,-0.972,3.418,-1.892,-3.906
0.274,-0.031,-0.966,4.272,-2.136,-3.662
0.272,-0.029,-0.973,4.761,-1.465,-2.808
0.273,-0.024,-0.983,4.639,-0.366,-1.221
0.270,-0.016,-0.987,3.845,0.244,0.183
0.271,-0.007,-0.986,3.113,0.427,1.160
0.269,0.001,-0.987,2.991,0.488,1.648
0.271,0.007,-0.995,2.991,0.488,1.770
0.273,0.010,-1.001,2.869,0.610,1.648
0.270,0.009,-1.002,1.953,0.549,1.099
0.265,0.010,-0.999,1.709,0.122,0.061
0.266,0.007,-1.003,1.648,0.000,-0.854
0.260,0.005,-1.001,1.587,-0.061,-1.892
0.260,-0.002,-0.999,1.648,-0.366,-2.625
0.447,-0.412,0.750,1.831,0.793,0.549
0.447,-0.411,0.752,1.526,0.732,0.549
0.445,-0.411,0.751,1.282,1.099,0.549
0.448,-0.409,0.750,1.160,1.038,0.366
0.449,-0.409,0.750,0.916,0.977,0.183
0.448,-0.410,0.750,0.732,0.671,0.000
0.447,-0.410,0.751,0.549,0.671,-0.061
0.449,-0.412,0.755,0.366,0.610,-0.183
0.448,-0.410,0.754,0.671,0.427,-0.122
0.448,-0.411,0.755,0.916,0.305,-0.366
0.447,-0.413,0.755,1.099,0.244,-0.366
0.448,-0.413,0.754,1.099,0.305,-0.427
0.448,-0.413,0.754,1.038,0.305,-0.427
0.447,-0.412,0.754,1.038,0.488,-0.244
0.446,-0.414,0.756,1.282,0.366,-0.183
0.447,-0.413,0.755,1.587,0.061,-0.305
0.447,-0.412,0.755,2.014,-0.244,-0.305
0.447,-0.413,0.753,2.380,-0.366,-0.427
0.449,-0.413,0.755,2.502,-0.488,-0.305
0.450,-0.412,0.757,2.747,-0.732,-0.244
0.450,-0.414,0.763,3.296,-1.099,-0.488
0.470,-0.421,0.770,3.967,-1.953,-0.854
0.468,-0.399,0.783,3.662,-2.930,-2.686
0.482,-0.421,0.794,5.249,-3.967,-3.174
0.491,-0.417,0.817,6.042,-5.737,-4.028
0.505,-0.431,0.848,6.653,-8.301,-5.249
0.532,-0.445,0.890,8.179,-10.315,-7.507
0.548,-0.454,0.946,10.864,-13.123,-10.132
0.591,-0.494,1.001,14.954,-17.151,-12.573
0.620,-0.510,1.087,18.188,-20.874,-15.808
0.652,-0.543,1.215,22.339,-23.621,-19.287
0.697,-0.592,1.314,31.494,-27.344,-22.522
0.726,-0.665,1.470,42.114,-29.236,-24.719
0.755,-0.699,1.650,49.805,-23.682,-26.917
0.775,-0.749,1.825,62.988,-12.878,-24.719
0.789,-0.791,1.960,80.933,4.700,-20.752
0.808,-0.810,2.083,101.257,27.649,-16.602
0.821,-0.834,2.188,121.765,50.232,-13.489
0.813,-0.897,2.271,143.311,67.566,-12.268
0.792,-0.921,2.372,165.588,78.308,-13.000
0.748,-0.902,2.451,195.068,82.886,-15.625
0.670,-0.856,2.465,232.056,86.304,-18.188
0.526,-0.764,2.432,271.240,90.637,-19.836
0.339,-0.631,2.338,309.692,96.741,-17.090
0.180,-0.555,2.171,343.506,106.567,-7.874
0.020,-0.454,1.993,367.859,119.263,8.545
-0.093,-0.320,1.801,383.057,133.179,32.471
-0.180,-0.128,1.574,390.259,150.940,59.937
-0.267,0.052,1.359,386.536,175.232,82.764
-0.352,0.178,1.171,373.047,201.355,99.609
-0.400,0.231,1.021,357.727,222.778,114.014
-0.425,0.273,0.904,344.055,236.511,126.709
-0.458,0.337,0.792,336.182,244.995,137.146
-0.476,0.364,0.671,333.557,252.502,144.409
-0.502,0.396,0.565,328.796,258.911,150.513
-0.480,0.421,0.435,319.092,264.832,153.809
-0.390,0.296,0.281,312.500,273.987,158.813
-0.317,0.280,0.141,303.467,283.020,164.307
-0.252,0.273,0.014,292.297,291.077,164.062
-0.230,0.269,-0.063,277.832,296.204,156.982
-0.204,0.248,-0.112,264.771,296.143,147.461
-0.227,0.247,-0.136,258.972,289.856,137.756
-0.228,0.240,-0.189,264.465,282.837,129.456
-0.235,0.302,-0.272,279.236,278.442,124.756
-0.269,0.411,-0.378,291.992,275.574,119.934
-0.348,0.504,-0.469,294.189,272.278,112.000
-0.460,0.612,-0.556,292.603,268.372,104.614
-0.599,0.749,-0.701,290.894,266.541,101.379
-0.740,0.906,-0.925,288.391,267.517,101.868
-0.909,1.112,-1.245,282.288,269.592,104.431
-1.153,1.412,-1.625,269.226,268.005,107.605
-1.389,1.756,-2.066,251.709,258.545,111.145
-1.525,2.046,-2.544,230.530,239.563,111.694
-1.432,2.200,-2.999,198.059,205.078,103.577
-1.124,2.109,-3.304,148.010,154.297,80.811
-0.722,1.760,-3.263,76.111,93.628,43.640
-0.483,1.401,-2.757,-13.428,26.123,-0.610
-0.321,0.860,-1.991,-85.693,-33.875,-43.274
-0.187,0.409,-1.170,-129.211,-76.416,-79.224
-0.099,-0.038,-0.493,-135.193,-98.389,-101.196
0.035,-0.438,-0.101,-104.980,-94.727,-107.483
0.176,-0.726,-0.004,-58.289,-71.289,-100.098
0.240,-0.886,-0.104,-14.954,-40.466,-84.473
0.212,-0.895,-0.312,16.785,-12.024,-62.927
0.129,-0.770,-0.549,36.438,8.667,-37.720
0.050,-0.557,-0.796,45.654,25.391,-12.024
-0.066,-0.309,-1.005,43.640,42.419,10.193
-0.137,-0.089,-1.208,38.269,50.232,28.503
-0.148,0.153,-1.360,31.982,42.175,41.565
-0.097,0.317,-1.445,24.475,28.137,45.288
-0.025,0.431,-1.439,14.099,12.939,39.063
0.051,0.479,-1.365,4.822,-3.174,27.466
0.137,0.475,-1.251,-1.526,-18.921,15.076
0.230,0.430,-1.141,-5.798,-30.212,4.150
0.319,0.346,-1.028,-10.376,-33.691,-3.906
0.391,0.248,-0.919,-14.465,-32.349,-9.094
0.438,0.158,-0.826,-16.174,-29.480,-13.000
0.464,0.070,-0.769,-13.611,-25.085,-15.991
0.459,0.006,-0.754,-8.728,-19.348,-17.517
0.429,-0.041,-0.771,-3.052,-13.794,-16.357
0.381,-0.053,-0.826,2.563,-8.118,-13.611
0.324,-0.041,-0.899,6.836,-2.563,-9.705
0.268,-0.017,-0.962,7.874,1.770,-5.554
0.216,0.016,-1.009,6.531,4.395,-2.258
0.181,0.045,-1.040,4.578,5.737,1.099
0.161,0.065,-1.058,2.502,6.470,3.540
0.166,0.069,-1.067,0.854,6.775,4.578
0.169,0.070,-1.059,-0.427,5.981,3.784
0.175,0.057,-1.043,-1.221,3.174,1.709
0.179,0.046,-1.020,-0.732,-0.305,0.244
0.185,0.033,-0.997,-0.427,-2.625,-0.183
0.203,0.025,-0.985,0.061,-3.357,0.793
0.223,0.023,-0.984,0.427,-2.808,2.136
0.234,0.031,-0.989,0.183,-2.380,3.479
0.235,0.048,-0.989,-0.671,-1.953,4.456
0.226,0.066,-0.986,-1.282,-1.038,4.883
0.209,0.081,-0.989,-0.854,0.366,4.822
0.196,0.071,-1.009,0.244,1.221,4.822
0.191,0.109,-1.015,0.244,1.831,4.456
0.569,-0.606,1.392,62.927,-8.179,-22.949
0.566,-0.647,1.469,79.163,-7.080,-25.757
0.541,-0.703,1.541,96.741,-2.686,-27.771
0.523,-0.763,1.612,115.906,6.897,-26.733
0.505,-0.804,1.663,136.475,19.592,-21.973
0.473,-0.826,1.685,160.034,30.396,-15.564
0.428,-0.845,1.677,185.425,35.400,-7.812
0.388,-0.853,1.666,210.999,37.354,0.854
0.374,-0.870,1.670,233.093,41.260,11.414
0.343,-0.841,1.699,249.939,49.805,21.912
0.326,-0.831,1.719,268.433,63.782,30.396
0.313,-0.796,1.699,292.053,80.933,38.147
0.319,-0.752,1.625,314.575,96.985,42.297
0.283,-0.719,1.540,331.482,112.793,39.490
0.220,-0.710,1.435,345.886,126.343,34.729
0.129,-0.720,1.340,358.032,134.827,34.241
0.035,-0.748,1.291,367.249,138.123,39.673
-0.043,-0.702,1.281,376.465,140.747,52.490
-0.050,-0.654,1.218,381.042,147.217,68.848
-0.074,-0.585,1.152,378.235,160.278,81.665
-0.096,-0.551,1.089,374.939,177.002,91.370
-0.167,-0.488,1.032,371.399,188.904,98.816
-0.264,-0.420,0.992,370.300,193.970,107.483
-0.340,-0.289,0.878,372.620,200.745,121.887
-0.393,-0.210,0.760,366.211,211.121,136.963
-0.506,-0.073,0.699,353.760,226.807,152.405
-0.509,-0.011,0.585,343.140,233.704,169.312
-0.451,0.030,0.439,337.402,234.009,182.800
-0.410,0.083,0.286,336.731,236.267,190.613
-0.402,0.138,0.166,333.801,235.718,191.406
-0.384,0.198,0.044,330.078,227.844,188.354
-0.388,0.264,-0.052,325.623,218.140,182.678
-0.371,0.306,-0.166,320.007,210.693,178.162
-0.358,0.358,-0.295,313.599,206.482,175.964
-0.389,0.505,-0.379,308.167,203.552,175.781
-0.458,0.693,-0.441,303.223,194.153,175.598
-0.543,0.895,-0.526,295.898,183.228,173.584
-0.650,1.125,-0.707,286.316,178.772,174.377
-0.802,1.401,-0.974,268.372,181.519,182.617
-0.961,1.763,-1.340,244.202,190.247,198.730
-1.108,2.175,-1.807,212.769,201.782,216.736
-1.215,2.596,-2.305,171.631,208.191,224.548
-1.194,2.836,-2.769,129.761,193.604,213.013
-0.989,2.853,-3.090,87.280,149.780,177.979
-0.616,2.529,-3.138,39.124,80.750,120.972
-0.300,2.014,-2.675,-22.278,9.216,49.805
-0.045,1.325,-1.948,-82.886,-42.908,-21.545
0.087,0.694,-1.133,-121.582,-70.496,-80.322
0.110,0.105,-0.395,-127.258,-82.764,-122.314
0.142,-0.431,0.015,-92.712,-83.374,-144.348
0.182,-0.810,0.059,-41.382,-65.369,-143.799
0.200,-1.023,-0.157,0.977,-33.325,-123.291
0.135,-1.046,-0.433,24.780,-5.737,-91.614
0.015,-0.931,-0.683,35.645,9.216,-55.359
-0.104,-0.699,-0.921,37.537,20.264,-18.616
-0.182,-0.405,-1.121,29.968,31.189,17.944
-0.177,-0.133,-1.274,18.372,37.659,50.659
-0.120,0.134,-1.344,7.019,32.532,72.144
-0.024,0.337,-1.355,-0.854,20.691,75.745
0.087,0.480,-1.319,-3.662,5.615,65.186
0.198,0.548,-1.235,-4.395,-9.766,46.448
0.284,0.553,-1.125,-3.235,-21.912,24.353
0.345,0.517,-1.028,-1.465,-29.663,3.357
0.389,0.447,-0.957,0.488,-33.508,-12.573
0.426,0.353,-0.916,1.953,-33.264,-22.583
0.455,0.256,-0.890,1.282,-29.663,-26.550
0.458,0.173,-0.864,-1.587,-23.682,-27.039
0.442,0.103,-0.844,-4.089,-18.311,-25.085
0.420,0.048,-0.847,-4.700,-13.794,-21.362
0.396,0.012,-0.877,-3.540,-9.338,-16.663
0.373,-0.003,-0.912,-2.747,-5.066,-11.353
0.354,-0.006,-0.935,-2.808,-1.282,-6.653
0.326,-0.006,-0.946,-3.235,0.732,-3.967
0.304,-0.000,-0.955,-2.747,1.587,-2.075
0.284,0.007,-0.969,-2.014,1.892,-1.160
0.267,0.011,-0.972,-1.465,2.625,-1.465
0.248,0.013,-0.963,-0.366,3.174,-2.380
0.228,0.019,-0.961,1.770,3.174,-2.869
0.223,0.032,-0.973,4.272,2.808,-2.747
0.226,0.047,-0.987,5.981,2.197,-1.770
0.225,0.065,-0.982,6.592,1.526,-0.610
0.225,0.083,-0.980,7.446,0.793,0.916
0.230,0.102,-0.995,7.874,0.977,3.174
0.239,0.121,-1.013,7.019,1.709,5.249
0.246,0.126,-1.020,4.272,1.648,7.141
0.242,0.144,-1.021,0.610,1.343,7.446
0.242,0.147,-1.018,-1.343,0.977,7.324
0.240,0.142,-1.009,-3.174,0.854,6.226
0.244,0.136,-1.003,-3.174,0.854,4.700
0.252,0.127,-1.004,-2.808,0.244,2.563
0.252,0.120,-1.002,-2.136,-0.549,-0.183
